rbp_id	species	gene_id	transcript_id	chromosome	start	end	strand	site_center	source_file	evidence_type	raw_score	notes
AtGRP7	Arabidopsis thaliana	AT1G06200	AT1G06200.1_I4	1	1896011	1896012	-	1896012	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047945	2047946	+	2047946	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047946	2047947	+	2047947	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	19.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047947	2047948	+	2047948	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047950	2047951	+	2047951	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047953	2047954	+	2047954	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047954	2047955	+	2047955	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	13.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047955	2047956	+	2047956	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047956	2047957	+	2047957	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047963	2047964	+	2047964	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047966	2047967	+	2047967	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047967	2047968	+	2047968	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047972	2047973	+	2047973	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047973	2047974	+	2047974	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047975	2047976	+	2047976	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	17.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2047976	2047977	+	2047977	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048051	2048052	+	2048052	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048510	2048511	+	2048511	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048523	2048524	+	2048524	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	8.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048525	2048526	+	2048526	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	41.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048621	2048622	+	2048622	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048622	2048623	+	2048623	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2048626	2048627	+	2048627	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049230	2049231	+	2049231	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049260	2049261	+	2049261	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049261	2049262	+	2049262	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049273	2049274	+	2049274	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049279	2049280	+	2049280	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049280	2049281	+	2049281	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049282	2049283	+	2049283	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049285	2049286	+	2049286	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049290	2049291	+	2049291	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049297	2049298	+	2049298	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G06680	AT1G06680.1	1	2049304	2049305	+	2049305	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07720	AT1G07720.1	1	2392398	2392399	-	2392399	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439561	2439562	+	2439562	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439563	2439564	+	2439564	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	14.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439566	2439567	+	2439567	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439567	2439568	+	2439568	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439568	2439569	+	2439569	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439578	2439579	+	2439579	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	8.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439597	2439598	+	2439598	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439598	2439599	+	2439599	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439599	2439600	+	2439600	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439603	2439604	+	2439604	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439608	2439609	+	2439609	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439612	2439613	+	2439613	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	9.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07890	AT1G07890.3	1	2439618	2439619	+	2439619	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457219	2457220	+	2457220	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457225	2457226	+	2457226	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457227	2457228	+	2457228	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457230	2457231	+	2457231	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457232	2457233	+	2457233	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G07920	AT1G07920.1	1	2457233	2457234	+	2457234	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640938	2640939	-	2640939	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	18.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640940	2640941	-	2640941	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640941	2640942	-	2640942	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640951	2640952	-	2640952	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	8.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640957	2640958	-	2640958	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640958	2640959	-	2640959	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640962	2640963	-	2640963	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640972	2640973	-	2640973	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640973	2640974	-	2640974	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	30.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640974	2640975	-	2640975	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	36.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640975	2640976	-	2640976	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640992	2640993	-	2640993	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	15.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640993	2640994	-	2640994	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	9.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640994	2640995	-	2640995	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640995	2640996	-	2640996	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	9.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G08380	AT1G08380.1	1	2640997	2640998	-	2640998	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009069	3009070	+	3009070	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
